ds,y
2015-12-12,207
2015-12-12,396
2015-12-12,716
2015-12-12,1033
2015-12-12,1100
2015-12-12,1308
2015-12-12,1409
2015-12-12,1359
2015-12-12,1304
2015-12-12,1056
2015-12-12,1021
2015-12-12,946
2015-12-12,778
2015-12-12,668
2015-12-12,513
2015-12-12,454
2015-12-12,469
2015-12-13,372
2015-12-13,277
2015-12-13,194
2015-12-13,156
2015-12-13,85
2015-12-13,49
2015-12-13,78
2015-12-13,110
2015-12-13,175
2015-12-13,331
2015-12-13,628
2015-12-13,756
2015-12-13,990
2015-12-13,1128
2015-12-13,1202
2015-12-13,1060
2015-12-13,971
2015-12-13,846
2015-12-13,817
2015-12-13,601
2015-12-13,499
2015-12-13,346
2015-12-13,339
2015-12-13,281
2015-12-14,157
2015-12-14,69
2015-12-14,46
2015-12-14,40
2015-12-14,40
2015-12-14,97
2015-12-14,538
2015-12-14,1808
2015-12-14,3761
2015-12-14,1909
2015-12-14,783
2015-12-14,763
2015-12-14,946
2015-12-14,1057
2015-12-14,947
2015-12-14,1081
2015-12-14,1090
2015-12-14,2687
2015-12-14,2696
2015-12-14,1579
2015-12-14,890
2015-12-14,429
2015-12-14,220
2015-12-14,202
2015-12-15,159
2015-12-15,87
2015-12-15,68
2015-12-15,31
2015-12-15,30
2015-12-15,105
2015-12-15,553
2015-12-15,1794
2015-12-15,3722
2015-12-15,1899
2015-12-15,907
2015-12-15,756
2015-12-15,991
2015-12-15,877
2015-12-15,918
2015-12-15,737
2015-12-15,853
2015-12-15,1130
2015-12-15,1631
2015-12-15,809
2015-12-15,705
2015-12-15,535
2015-12-15,482
2015-12-15,422
2015-12-16,225
2015-12-16,119
2015-12-16,67
2015-12-16,55
2015-12-16,46
2015-12-16,82
2015-12-16,556
2015-12-16,1797
2015-12-16,3771
2015-12-16,2066
2015-12-16,873
2015-12-16,857
2015-12-16,1003
2015-12-16,1044
2015-12-16,883
2015-12-16,1060
2015-12-16,1385
2015-12-16,2483
2015-12-16,2580
2015-12-16,1538
2015-12-16,1033
2015-12-16,754
2015-12-16,731
2015-12-16,550
2015-12-17,375
2015-12-17,213
2015-12-17,206
2015-12-17,108
2015-12-17,60
2015-12-17,125
2015-12-17,548
2015-12-17,1870
2015-12-17,3910
2015-12-17,2147
2015-12-17,1012
2015-12-17,888
2015-12-17,1191
2015-12-17,1222
2015-12-17,1061
2015-12-17,1126
2015-12-17,1210
2015-12-17,2169
2015-12-17,2096
2015-12-17,1371
2015-12-17,900
2015-12-17,705
2015-12-17,651
2015-12-17,640
2015-12-18,464
2015-12-18,335
2015-12-18,242
2015-12-18,149
2015-12-18,105
2015-12-18,116
2015-12-18,459
2015-12-18,1535
2015-12-18,3343
2015-12-18,2086
2015-12-18,1040
2015-12-18,1045
2015-12-18,1289
2015-12-18,1360
2015-12-18,1179
2015-12-18,1241
2015-12-18,1615
2015-12-18,2224
2015-12-18,2065
2015-12-18,1278
2015-12-18,762
2015-12-18,601
2015-12-18,610
2015-12-18,587
2015-12-19,484
2015-12-19,508
2015-12-19,404
2015-12-19,302
2015-12-19,167
2015-12-19,109
2015-12-19,127
2015-12-19,197
2015-12-19,394
2015-12-19,660
2015-12-19,1051
2015-12-19,1314
2015-12-19,1543
2015-12-19,1597
2015-12-19,1653
2015-12-19,1614
2015-12-19,1298
2015-12-19,1199
2015-12-19,1064
2015-12-19,828
2015-12-19,652
2015-12-19,527
2015-12-19,575
2015-12-19,487
2015-12-20,543
2015-12-20,419
2015-12-20,349
2015-12-20,280
2015-12-20,164
2015-12-20,129
2015-12-20,120
2015-12-20,133
2015-12-20,238
2015-12-20,505
2015-12-20,807
2015-12-20,909
2015-12-20,1202
2015-12-20,1306
2015-12-20,1333
2015-12-20,783
2015-12-20,690
2015-12-20,582
2015-12-20,636
2015-12-20,512
2015-12-20,431
2015-12-20,370
2015-12-20,343
2015-12-20,276
2015-12-21,206
2015-12-21,122
2015-12-21,70
2015-12-21,45
2015-12-21,40
2015-12-21,77
2015-12-21,360
2015-12-21,1184
2015-12-21,2615
2015-12-21,1610
2015-12-21,927
2015-12-21,886
2015-12-21,637
2015-12-21,602
2015-12-21,524
2015-12-21,599
2015-12-21,993
2015-12-21,2031
2015-12-21,1723
2015-12-21,1037
2015-12-21,616
2015-12-21,428
2015-12-21,497
2015-12-21,307
2015-12-22,194
2015-12-22,93
2015-12-22,84
2015-12-22,35
2015-12-22,53
2015-12-22,86
2015-12-22,326
2015-12-22,1055
2015-12-22,2350
2015-12-22,1314
2015-12-22,850
2015-12-22,697
2015-12-22,944
2015-12-22,985
2015-12-22,977
2015-12-22,1025
2015-12-22,1338
2015-12-22,1913
2015-12-22,1374
2015-12-22,734
2015-12-22,471
2015-12-22,190
2015-12-22,174
2015-12-22,196
2015-12-23,157
2015-12-23,100
2015-12-23,91
2015-12-23,51
2015-12-23,56
2015-12-23,66
2015-12-23,304
2015-12-23,862
2015-12-23,1896
2015-12-23,1243
2015-12-23,854
2015-12-23,994
2015-12-23,1224
2015-12-23,1314
2015-12-23,1253
2015-12-23,1272
2015-12-23,1434
2015-12-23,1642
2015-12-23,1248
2015-12-23,806
2015-12-23,504
2015-12-23,394
2015-12-23,391
2015-12-23,295
2015-12-24,175
2015-12-24,159
2015-12-24,104
2015-12-24,74
2015-12-24,66
2015-12-24,70
2015-12-24,176
2015-12-24,409
2015-12-24,898
2015-12-24,738
2015-12-24,479
2015-12-24,266
2015-12-24,385
2015-12-24,734
2015-12-24,850
2015-12-24,759
2015-12-24,583
2015-12-24,495
2015-12-24,347
2015-12-24,266
2015-12-24,211
2015-12-24,223
2015-12-24,234
2015-12-24,207
2015-12-25,227
2015-12-25,321
2015-12-25,161
2015-12-25,100
2015-12-25,64
2015-12-25,65
2015-12-25,126
2015-12-25,205
2015-12-25,330
2015-12-25,784
2015-12-25,992
2015-12-25,1439
2015-12-25,2205
2015-12-25,2374
2015-12-25,2194
2015-12-25,2127
2015-12-25,1991
2015-12-25,1680
2015-12-25,1256
2015-12-25,1033
2015-12-25,877
2015-12-25,813
2015-12-25,622
2015-12-25,437
2015-12-26,335
2015-12-26,220
2015-12-26,135
2015-12-26,82
2015-12-26,49
2015-12-26,63
2015-12-26,111
2015-12-26,140
2015-12-26,261
2015-12-26,439
2015-12-26,649
2015-12-26,808
2015-12-26,866
2015-12-26,918
2015-12-26,925
2015-12-26,812
2015-12-26,649
2015-12-26,549
2015-12-26,519
2015-12-26,414
2015-12-26,348
2015-12-26,331
2015-12-26,378
2015-12-26,229
2015-12-27,189
2015-12-27,151
2015-12-27,107
2015-12-27,96
2015-12-27,46
2015-12-27,57
2015-12-27,55
2015-12-27,72
2015-12-27,152
2015-12-27,289
2015-12-27,493
2015-12-27,585
2015-12-27,699
2015-12-27,743
2015-12-27,894
2015-12-27,836
2015-12-27,736
2015-12-27,618
2015-12-27,575
2015-12-27,497
2015-12-27,467
2015-12-27,369
2015-12-27,365
2015-12-27,287
2015-12-28,225
2015-12-28,152
2015-12-28,109
2015-12-28,95
2015-12-28,78
2015-12-28,45
2015-12-28,68
2015-12-28,118
2015-12-28,226
2015-12-28,445
2015-12-28,729
2015-12-28,1072
2015-12-28,1351
2015-12-28,1529
2015-12-28,1449
2015-12-28,1343
2015-12-28,1019
2015-12-28,809
2015-12-28,724
2015-12-28,520
2015-12-28,526
2015-12-28,453
2015-12-28,356
2015-12-28,291
2015-12-29,156
2015-12-29,88
2015-12-29,89
2015-12-29,46
2015-12-29,30
2015-12-29,41
2015-12-29,154
2015-12-29,401
2015-12-29,883
2015-12-29,790
2015-12-29,739
2015-12-29,935
2015-12-29,1155
2015-12-29,1403
2015-12-29,1409
2015-12-29,1346
2015-12-29,1278
2015-12-29,1299
2015-12-29,981
2015-12-29,663
2015-12-29,488
2015-12-29,477
2015-12-29,451
2015-12-29,290
2015-12-30,196
2015-12-30,141
2015-12-30,82
2015-12-30,50
2015-12-30,35
2015-12-30,64
2015-12-30,156
2015-12-30,458
2015-12-30,958
2015-12-30,794
2015-12-30,778
2015-12-30,826
2015-12-30,1114
2015-12-30,1062
2015-12-30,937
2015-12-30,961
2015-12-30,1024
2015-12-30,1091
2015-12-30,763
2015-12-30,258
2015-12-30,120
2015-12-30,153
2015-12-30,169
2015-12-30,111
2015-12-31,102
2015-12-31,62
2015-12-31,76
2015-12-31,53
2015-12-31,44
2015-12-31,44
2015-12-31,135
2015-12-31,377
2015-12-31,783
2015-12-31,675
2015-12-31,761
2015-12-31,1079
2015-12-31,1376
2015-12-31,1496
2015-12-31,1473
2015-12-31,1361
2015-12-31,1101
2015-12-31,445
2015-12-31,349
2015-12-31,359
2015-12-31,304
2015-12-31,369
2015-12-31,470
2015-12-31,595
2016-01-01,786
2016-01-01,660
2016-01-01,387
2016-01-01,294
2016-01-01,219
2016-01-01,153
2016-01-01,120
2016-01-01,96
2016-01-01,117
2016-01-01,165
2016-01-01,358
2016-01-01,595
2016-01-01,745
2016-01-01,949
2016-01-01,925
2016-01-01,606
2016-01-01,514
2016-01-01,452
2016-01-01,431
2016-01-01,337
2016-01-01,295
2016-01-01,249
2016-01-01,209
2016-01-01,135
2016-01-02,102
2016-01-02,61
2016-01-02,50
2016-01-02,46
2016-01-02,43
2016-01-02,42
2016-01-02,43
2016-01-02,88
2016-01-02,171
2016-01-02,364
2016-01-02,534
2016-01-02,657
2016-01-02,810
2016-01-02,721
2016-01-02,523
2016-01-02,483
2016-01-02,399
2016-01-02,383
2016-01-02,324
2016-01-02,319
2016-01-02,270
2016-01-02,240
2016-01-02,252
2016-01-02,270
2016-01-03,153
2016-01-03,114
2016-01-03,83
2016-01-03,65
2016-01-03,48
2016-01-03,36
2016-01-03,48
2016-01-03,93
2016-01-03,171
2016-01-03,273
2016-01-03,410
2016-01-03,348
2016-01-03,241
2016-01-03,173
2016-01-03,185
2016-01-03,316
2016-01-03,357
2016-01-03,344
2016-01-03,375
2016-01-03,262
2016-01-03,237
2016-01-03,228
2016-01-03,169
2016-01-03,140
2016-01-04,81
2016-01-04,59
2016-01-04,34
2016-01-04,25
2016-01-04,37
2016-01-04,102
2016-01-04,454
2016-01-04,1570
2016-01-04,3236
2016-01-04,1347
2016-01-04,621
2016-01-04,640
2016-01-04,764
2016-01-04,821
2016-01-04,764
2016-01-04,865
2016-01-04,1193
2016-01-04,2819
2016-01-04,2439
2016-01-04,1184
2016-01-04,614
2016-01-04,397
2016-01-04,293
2016-01-04,174
2016-01-05,93
2016-01-05,53
2016-01-05,47
2016-01-05,23
2016-01-05,37
2016-01-05,86
2016-01-05,501
2016-01-05,1803
2016-01-05,3725
2016-01-05,1719
2016-01-05,700
2016-01-05,645
2016-01-05,828
2016-01-05,896
2016-01-05,820
2016-01-05,846
2016-01-05,1315
2016-01-05,2956
2016-01-05,2561
2016-01-05,1367
2016-01-05,705
2016-01-05,488
2016-01-05,383
2016-01-05,208
2016-01-06,99
2016-01-06,90
2016-01-06,36
2016-01-06,29
2016-01-06,17
2016-01-06,85
2016-01-06,499
2016-01-06,1769
2016-01-06,3796
2016-01-06,1849
2016-01-06,696
2016-01-06,568
2016-01-06,773
2016-01-06,867
2016-01-06,809
2016-01-06,782
2016-01-06,1204
2016-01-06,2853
2016-01-06,2686
2016-01-06,1505
2016-01-06,834
2016-01-06,548
2016-01-06,393
2016-01-06,251
2016-01-07,111
2016-01-07,79
2016-01-07,33
2016-01-07,35
2016-01-07,33
2016-01-07,43
2016-01-07,232
2016-01-07,836
2016-01-07,2529
2016-01-07,1445
2016-01-07,490
2016-01-07,228
2016-01-07,415
2016-01-07,655
2016-01-07,685
2016-01-07,838
2016-01-07,1186
2016-01-07,2668
2016-01-07,2467
2016-01-07,1280
2016-01-07,713
2016-01-07,507
2016-01-07,363
2016-01-07,212
2016-01-08,120
2016-01-08,82
2016-01-08,67
2016-01-08,37
2016-01-08,31
2016-01-08,88
2016-01-08,479
2016-01-08,1702
2016-01-08,3545
2016-01-08,1759
2016-01-08,690
2016-01-08,571
2016-01-08,822
2016-01-08,873
2016-01-08,790
2016-01-08,891
2016-01-08,1384
2016-01-08,2060
2016-01-08,1895
2016-01-08,1041
2016-01-08,647
2016-01-08,411
2016-01-08,389
2016-01-08,388
2016-01-09,292
2016-01-09,201
2016-01-09,120
2016-01-09,119
2016-01-09,57
2016-01-09,48
2016-01-09,88
2016-01-09,161
2016-01-09,391
2016-01-09,618
2016-01-09,908
2016-01-09,1114
2016-01-09,1129
2016-01-09,1149
2016-01-09,1173
2016-01-09,1106
2016-01-09,854
2016-01-09,285
2016-01-09,496
2016-01-09,434
2016-01-09,333
2016-01-09,106
2016-01-09,211
2016-01-09,190
2016-01-10,168
2016-01-10,192
2016-01-10,140
2016-01-10,78
2016-01-10,63
2016-01-10,57
2016-01-10,69
2016-01-10,100
2016-01-10,229
2016-01-10,521
2016-01-10,837
2016-01-10,1071
2016-01-10,1555
2016-01-10,1721
2016-01-10,1752
2016-01-10,1461
2016-01-10,1169
2016-01-10,890
2016-01-10,685
2016-01-10,489
2016-01-10,394
2016-01-10,310
2016-01-10,218
2016-01-10,151
2016-01-11,60
2016-01-11,21
2016-01-11,16
2016-01-11,20
2016-01-11,15
2016-01-11,71
2016-01-11,252
2016-01-11,1361
2016-01-11,3289
2016-01-11,1747
2016-01-11,646
2016-01-11,558
2016-01-11,783
2016-01-11,849
2016-01-11,764
2016-01-11,726
2016-01-11,1174
2016-01-11,2771
2016-01-11,2671
2016-01-11,1479
2016-01-11,835
2016-01-11,500
2016-01-11,310
2016-01-11,174
2016-01-12,95
2016-01-12,44
2016-01-12,40
2016-01-12,30
2016-01-12,39
2016-01-12,90
2016-01-12,610
2016-01-12,1953
2016-01-12,4007
2016-01-12,2014
2016-01-12,799
2016-01-12,730
2016-01-12,822
2016-01-12,923
2016-01-12,659
2016-01-12,722
2016-01-12,1243
2016-01-12,2588
2016-01-12,2239
2016-01-12,1274
2016-01-12,811
2016-01-12,541
2016-01-12,338
2016-01-12,188
2016-01-13,123
2016-01-13,49
2016-01-13,40
2016-01-13,22
2016-01-13,39
2016-01-13,100
2016-01-13,622
2016-01-13,1979
2016-01-13,4054
2016-01-13,2060
2016-01-13,874
2016-01-13,726
2016-01-13,919
2016-01-13,959
2016-01-13,910
2016-01-13,922
2016-01-13,1262
2016-01-13,2818
2016-01-13,2688
2016-01-13,1523
2016-01-13,876
2016-01-13,480
2016-01-13,317
2016-01-13,224
2016-01-14,72
2016-01-14,53
2016-01-14,45
2016-01-14,33
2016-01-14,42
2016-01-14,88
2016-01-14,542
2016-01-14,1841
2016-01-14,4039
2016-01-14,1593
2016-01-14,721
2016-01-14,617
2016-01-14,727
2016-01-14,766
2016-01-14,691
2016-01-14,771
2016-01-14,1182
2016-01-14,2514
2016-01-14,2427
2016-01-14,1355
2016-01-14,837
2016-01-14,536
2016-01-14,402
2016-01-14,292
2016-01-15,135
2016-01-15,78
2016-01-15,52
2016-01-15,34
2016-01-15,36
2016-01-15,86
2016-01-15,499
2016-01-15,1657
2016-01-15,3590
2016-01-15,1857
2016-01-15,816
2016-01-15,743
2016-01-15,993
2016-01-15,1033
2016-01-15,961
2016-01-15,1024
2016-01-15,1315
2016-01-15,2484
2016-01-15,1984
2016-01-15,1135
2016-01-15,726
2016-01-15,479
2016-01-15,365
2016-01-15,364
2016-01-16,300
2016-01-16,231
2016-01-16,151
2016-01-16,96
2016-01-16,75
2016-01-16,59
2016-01-16,82
2016-01-16,159
2016-01-16,407
2016-01-16,671
2016-01-16,941
2016-01-16,1215
2016-01-16,1495
2016-01-16,1613
2016-01-16,1595
2016-01-16,1488
2016-01-16,1293
2016-01-16,1018
2016-01-16,907
2016-01-16,772
2016-01-16,618
2016-01-16,445
2016-01-16,256
2016-01-16,204
2016-01-17,226
2016-01-17,184
2016-01-17,115
2016-01-17,71
2016-01-17,36
2016-01-17,47
2016-01-17,50
2016-01-17,96
2016-01-17,195
2016-01-17,396
2016-01-17,698
2016-01-17,879
2016-01-17,1074
2016-01-17,1162
2016-01-17,1073
2016-01-17,1117
2016-01-17,948
2016-01-17,786
2016-01-17,760
2016-01-17,581
2016-01-17,436
2016-01-17,337
2016-01-17,315
2016-01-17,180
2016-01-18,101
2016-01-18,60
2016-01-18,28
2016-01-18,27
2016-01-18,31
2016-01-18,81
2016-01-18,540
2016-01-18,1741
2016-01-18,3765
2016-01-18,1821
2016-01-18,714
2016-01-18,610
2016-01-18,796
2016-01-18,929
2016-01-18,724
2016-01-18,820
2016-01-18,1283
2016-01-18,2774
2016-01-18,2630
2016-01-18,1439
2016-01-18,812
2016-01-18,521
2016-01-18,334
2016-01-18,181
2016-01-19,86
2016-01-19,36
2016-01-19,17
2016-01-19,21
2016-01-19,25
2016-01-19,111
2016-01-19,569
2016-01-19,1834
2016-01-19,3887
2016-01-19,1847
2016-01-19,833
2016-01-19,736
2016-01-19,858
2016-01-19,985
2016-01-19,926
2016-01-19,932
2016-01-19,1350
2016-01-19,2782
2016-01-19,2563
2016-01-19,1451
2016-01-19,822
2016-01-19,549
2016-01-19,363
2016-01-19,236
2016-01-20,107
2016-01-20,53
2016-01-20,24
2016-01-20,29
2016-01-20,34
2016-01-20,71
2016-01-20,544
2016-01-20,1763
2016-01-20,3681
2016-01-20,1954
2016-01-20,793
2016-01-20,728
2016-01-20,972
2016-01-20,991
2016-01-20,906
2016-01-20,960
2016-01-20,1296
2016-01-20,2650
2016-01-20,2532
2016-01-20,1478
2016-01-20,881
2016-01-20,601
2016-01-20,446
2016-01-20,306
2016-01-21,120
2016-01-21,71
2016-01-21,59
2016-01-21,32
2016-01-21,46
2016-01-21,84
2016-01-21,549
2016-01-21,1779
2016-01-21,3653
2016-01-21,1942
2016-01-21,795
2016-01-21,710
2016-01-21,877
2016-01-21,909
2016-01-21,838
2016-01-21,935
2016-01-21,1305
2016-01-21,2560
2016-01-21,2490
2016-01-21,1392
2016-01-21,848
2016-01-21,610
2016-01-21,476
2016-01-21,298
2016-01-22,181
2016-01-22,122
2016-01-22,71
2016-01-22,38
2016-01-22,42
2016-01-22,87
2016-01-22,542
2016-01-22,1594
2016-01-22,2803
2016-01-22,1261
2016-01-22,519
2016-01-22,473
2016-01-22,439
2016-01-22,497
2016-01-22,456
2016-01-22,720
2016-01-22,1239
2016-01-22,2333
2016-01-22,1900
2016-01-22,1138
2016-01-22,669
2016-01-22,468
2016-01-22,348
2016-01-22,388
2016-01-23,292
2016-01-23,246
2016-01-23,175
2016-01-23,148
2016-01-23,95
2016-01-23,80
2016-01-23,70
2016-01-23,171
2016-01-23,348
2016-01-23,716
2016-01-23,1076
2016-01-23,1544
2016-01-23,1601
2016-01-23,1703
2016-01-23,1792
2016-01-23,1723
2016-01-23,1419
2016-01-23,1232
2016-01-23,893
2016-01-23,713
2016-01-23,478
2016-01-23,183
2016-01-23,241
2016-01-23,279
2016-01-24,307
2016-01-24,255
2016-01-24,216
2016-01-24,162
2016-01-24,121
2016-01-24,75
2016-01-24,101
2016-01-24,120
2016-01-24,236
2016-01-24,494
2016-01-24,842
2016-01-24,1058
2016-01-24,1352
2016-01-24,1727
2016-01-24,1850
2016-01-24,1703
2016-01-24,1467
2016-01-24,1109
2016-01-24,901
2016-01-24,675
2016-01-24,547
2016-01-24,427
2016-01-24,341
2016-01-24,274
2016-01-25,152
2016-01-25,70
2016-01-25,52
2016-01-25,28
2016-01-25,56
2016-01-25,97
2016-01-25,520
2016-01-25,1972
2016-01-25,3937
2016-01-25,1903
2016-01-25,881
2016-01-25,845
2016-01-25,1009
2016-01-25,1148
2016-01-25,1002
2016-01-25,1121
2016-01-25,1400
2016-01-25,2904
2016-01-25,2833
2016-01-25,1604
2016-01-25,897
2016-01-25,587
2016-01-25,431
2016-01-25,275
2016-01-26,129
2016-01-26,67
2016-01-26,36
2016-01-26,24
2016-01-26,33
2016-01-26,116
2016-01-26,613
2016-01-26,2095
2016-01-26,4031
2016-01-26,1977
2016-01-26,855
2016-01-26,696
2016-01-26,713
2016-01-26,422
2016-01-26,414
2016-01-26,604
2016-01-26,806
2016-01-26,1581
2016-01-26,1731
2016-01-26,1283
2016-01-26,794
2016-01-26,549
2016-01-26,420
2016-01-26,235
2016-01-27,102
2016-01-27,66
2016-01-27,32
2016-01-27,32
2016-01-27,27
2016-01-27,76
2016-01-27,530
2016-01-27,1674
2016-01-27,3631
2016-01-27,1760
2016-01-27,740
2016-01-27,641
2016-01-27,621
2016-01-27,645
2016-01-27,547
2016-01-27,667
2016-01-27,1015
2016-01-27,2481
2016-01-27,2465
2016-01-27,1505
2016-01-27,888
2016-01-27,700
2016-01-27,508
2016-01-27,355
2016-01-28,55
2016-01-28,31
2016-01-28,12
2016-01-28,46
2016-01-28,40
2016-01-28,90
2016-01-28,586
2016-01-28,1860
2016-01-28,3880
2016-01-28,1975
2016-01-28,917
2016-01-28,837
2016-01-28,1009
2016-01-28,1114
2016-01-28,1037
2016-01-28,1134
2016-01-28,1439
2016-01-28,2704
2016-01-28,2489
2016-01-28,1560
2016-01-28,913
2016-01-28,662
2016-01-28,552
2016-01-28,382
2016-01-29,197
2016-01-29,131
2016-01-29,71
2016-01-29,45
2016-01-29,36
2016-01-29,98
2016-01-29,527
2016-01-29,1724
2016-01-29,3452
2016-01-29,1792
2016-01-29,871
2016-01-29,780
2016-01-29,1018
2016-01-29,862
2016-01-29,736
2016-01-29,974
2016-01-29,1411
2016-01-29,2499
2016-01-29,2154
2016-01-29,1171
2016-01-29,693
2016-01-29,503
2016-01-29,411
2016-01-29,370
2016-01-30,212
2016-01-30,169
2016-01-30,101
2016-01-30,70
2016-01-30,79
2016-01-30,54
2016-01-30,72
2016-01-30,196
2016-01-30,372
2016-01-30,644
2016-01-30,905
2016-01-30,1216
2016-01-30,1456
2016-01-30,1737
2016-01-30,1712
2016-01-30,1624
2016-01-30,1481
2016-01-30,1110
2016-01-30,829
2016-01-30,655
2016-01-30,499
2016-01-30,450
2016-01-30,389
2016-01-30,349
2016-01-31,336
2016-01-31,245
2016-01-31,244
2016-01-31,145
2016-01-31,93
2016-01-31,84
2016-01-31,98
2016-01-31,137
2016-01-31,217
2016-01-31,260
2016-01-31,392
2016-01-31,513
2016-01-31,748
2016-01-31,924
2016-01-31,1080
2016-01-31,1159
2016-01-31,972
2016-01-31,846
2016-01-31,688
2016-01-31,529
2016-01-31,436
2016-01-31,345
2016-01-31,311
2016-01-31,217
2016-02-01,129
2016-02-01,61
2016-02-01,35
2016-02-01,31
2016-02-01,34
2016-02-01,95
2016-02-01,512
2016-02-01,1813
2016-02-01,3718
2016-02-01,1863
2016-02-01,806
2016-02-01,677
2016-02-01,866
2016-02-01,832
2016-02-01,794
2016-02-01,919
2016-02-01,1355
2016-02-01,2841
2016-02-01,2686
2016-02-01,1534
2016-02-01,851
2016-02-01,571
2016-02-01,360
2016-02-01,223
2016-02-02,112
2016-02-02,75
2016-02-02,44
2016-02-02,25
2016-02-02,33
2016-02-02,102
2016-02-02,623
2016-02-02,2005
2016-02-02,3670
2016-02-02,1704
2016-02-02,810
2016-02-02,746
2016-02-02,989
2016-02-02,1032
2016-02-02,919
2016-02-02,957
2016-02-02,1434
2016-02-02,2846
2016-02-02,2600
2016-02-02,1556
2016-02-02,909
2016-02-02,628
2016-02-02,457
2016-02-02,238
2016-02-03,127
2016-02-03,56
2016-02-03,44
2016-02-03,29
2016-02-03,36
2016-02-03,103
2016-02-03,589
2016-02-03,2019
2016-02-03,3823
2016-02-03,1891
2016-02-03,819
2016-02-03,711
2016-02-03,945
2016-02-03,929
2016-02-03,793
2016-02-03,929
2016-02-03,1399
2016-02-03,2739
2016-02-03,2608
2016-02-03,1482
2016-02-03,881
2016-02-03,633
2016-02-03,538
2016-02-03,313
2016-02-04,133
2016-02-04,96
2016-02-04,72
2016-02-04,38
2016-02-04,40
2016-02-04,89
2016-02-04,553
2016-02-04,1841
2016-02-04,3814
2016-02-04,1996
2016-02-04,860
2016-02-04,747
2016-02-04,964
2016-02-04,1024
2016-02-04,926
2016-02-04,1028
2016-02-04,1429
2016-02-04,2733
2016-02-04,2534
2016-02-04,1565
2016-02-04,1006
2016-02-04,694
2016-02-04,574
2016-02-04,398
2016-02-05,208
2016-02-05,120
2016-02-05,74
2016-02-05,52
2016-02-05,46
2016-02-05,96
2016-02-05,449
2016-02-05,1530
2016-02-05,3435
2016-02-05,1738
2016-02-05,830
2016-02-05,811
2016-02-05,965
2016-02-05,1022
2016-02-05,881
2016-02-05,1064
2016-02-05,1460
2016-02-05,2656
2016-02-05,1976
2016-02-05,1175
2016-02-05,687
2016-02-05,451
2016-02-05,438
2016-02-05,433
2016-02-06,347
2016-02-06,238
2016-02-06,189
2016-02-06,108
2016-02-06,87
2016-02-06,71
2016-02-06,94
2016-02-06,214
2016-02-06,389
2016-02-06,698
2016-02-06,944
2016-02-06,1104
2016-02-06,1219
2016-02-06,1244
2016-02-06,1294
2016-02-06,1253
2016-02-06,1283
2016-02-06,848
2016-02-06,495
2016-02-06,362
2016-02-06,171
2016-02-06,147
2016-02-06,172
2016-02-06,155
2016-02-07,256
2016-02-07,194
2016-02-07,168
2016-02-07,128
2016-02-07,95
2016-02-07,59
2016-02-07,75
2016-02-07,155
2016-02-07,268
2016-02-07,610
2016-02-07,1035
2016-02-07,1324
2016-02-07,1568
2016-02-07,1684
2016-02-07,1644
2016-02-07,1401
2016-02-07,1156
2016-02-07,858
2016-02-07,562
2016-02-07,287
2016-02-07,211
2016-02-07,196
2016-02-07,91
2016-02-08,494
2016-02-08,1707
2016-02-08,3577
2016-02-08,1697
2016-02-08,671
2016-02-08,625
2016-02-08,612
2016-02-08,490
2016-02-08,527
2016-02-08,556
2016-02-08,964
2016-02-08,2212
2016-02-08,2336
2016-02-08,1256
2016-02-08,736
2016-02-08,456
2016-02-08,384
2016-02-08,197
2016-02-09,110
2016-02-09,55
2016-02-09,37
2016-02-09,12
2016-02-09,34
2016-02-09,95
2016-02-09,580
2016-02-09,1800
2016-02-09,3851
2016-02-09,1895
2016-02-09,795
2016-02-09,687
2016-02-09,985
2016-02-09,971
2016-02-09,851
2016-02-09,884
2016-02-09,1349
2016-02-09,2623
2016-02-09,2436
2016-02-09,1286
2016-02-09,784
2016-02-09,554
2016-02-09,394
2016-02-09,240
2016-02-10,103
2016-02-10,76
2016-02-10,41
2016-02-10,28
2016-02-10,34
2016-02-10,87
2016-02-10,564
2016-02-10,1766
2016-02-10,3455
2016-02-10,1728
2016-02-10,752
2016-02-10,699
2016-02-10,908
2016-02-10,953
2016-02-10,900
2016-02-10,1028
2016-02-10,1373
2016-02-10,2691
2016-02-10,2609
2016-02-10,1543
2016-02-10,971
2016-02-10,598
2016-02-10,478
2016-02-10,241
2016-02-11,181
2016-02-11,68
2016-02-11,50
2016-02-11,33
2016-02-11,30
2016-02-11,95
2016-02-11,549
2016-02-11,1777
2016-02-11,3881
2016-02-11,1905
2016-02-11,920
2016-02-11,817
2016-02-11,1093
2016-02-11,1104
2016-02-11,1006
2016-02-11,1119
2016-02-11,1438
2016-02-11,2674
2016-02-11,2594
2016-02-11,1503
2016-02-11,840
2016-02-11,666
2016-02-11,494
2016-02-11,349
2016-02-12,171
2016-02-12,113
2016-02-12,70
2016-02-12,51
2016-02-12,36
2016-02-12,96
2016-02-12,506
2016-02-12,1574
2016-02-12,3501
2016-02-12,1905
2016-02-12,856
2016-02-12,820
2016-02-12,1077
2016-02-12,1028
2016-02-12,914
2016-02-12,1003
2016-02-12,1425
2016-02-12,2484
2016-02-12,1999
2016-02-12,1182
2016-02-12,705
2016-02-12,493
2016-02-12,409
2016-02-12,401
2016-02-13,317
2016-02-13,264
2016-02-13,159
2016-02-13,136
2016-02-13,101
2016-02-13,52
2016-02-13,76
2016-02-13,178
2016-02-13,365
2016-02-13,600
